airport_depart,airport_arrive,airline,num_layovers
BKG,DAL,Southwest Airlines,0
BKG,HOU,Southwest Airlines,0
BKG,MDW,Southwest Airlines,0
BNA,AUS,Southwest Airlines,0
BNA,BOS,Southwest Airlines,0
BNA,CMH,Southwest Airlines,0
BNA,ECP,Southwest Airlines,0
BNA,FLL,Southwest Airlines,0
BNA,GSP,Southwest Airlines,0
BNA,JAX,Southwest Airlines,0
BNA,LAS,Southwest Airlines,0
BNA,MCI,Southwest Airlines,0
BNA,MSY,Southwest Airlines,0
BNA,PHX,Southwest Airlines,0
BNA,PNS,Southwest Airlines,0
BNA,RDU,Southwest Airlines,0
BNA,SAN,Southwest Airlines,0
BNA,SAT,Southwest Airlines,0
BNA,STL,Southwest Airlines,0
BOI,GEG,Southwest Airlines,0
BOI,OAK,Southwest Airlines,0
BOS,BNA,Southwest Airlines,0
BOS,MCI,Southwest Airlines,0
BOS,MKE,Southwest Airlines,0
BOS,STL,Southwest Airlines,0
BUF,LAS,Southwest Airlines,0
BUF,PHX,Southwest Airlines,0
BUF,TPA,Southwest Airlines,0
BUR,OAK,Southwest Airlines,0
BUR,SJC,Southwest Airlines,0
BUR,SMF,Southwest Airlines,0
BWI,BHM,Southwest Airlines,0
BWI,CHS,Southwest Airlines,0
BWI,ECP,Southwest Airlines,0
BWI,GRR,Southwest Airlines,0
BWI,GSP,Southwest Airlines,0
BWI,HOU,Southwest Airlines,0
BWI,JAX,Southwest Airlines,0
BWI,LIT,Southwest Airlines,0
BWI,MCI,Southwest Airlines,0
BWI,MKE,Southwest Airlines,0
BWI,OKC,Southwest Airlines,0
BWI,PBI,Southwest Airlines,0
BWI,SEA,Southwest Airlines,0
CAK,DEN,Southwest Airlines,0
CHS,BNA,Southwest Airlines,0
CHS,HOU,Southwest Airlines,0
CLT,HOU,Southwest Airlines,0
CMH,BNA,Southwest Airlines,0
CMH,FLL,Southwest Airlines,0
CMH,LAS,Southwest Airlines,0
CRP,HOU,Southwest Airlines,0
DAL,ABQ,Southwest Airlines,0
DAL,BKG,Southwest Airlines,0
DAL,ELP,Southwest Airlines,0
DAL,HRL,Southwest Airlines,0
DAL,ICT,Southwest Airlines,0
DAL,TUL,Southwest Airlines,0
DAY,MCO,Southwest Airlines,0
DCA,AUS,Southwest Airlines,0
DCA,HOU,Southwest Airlines,0
DEN,BDL,Southwest Airlines,0
DEN,CAK,Southwest Airlines,0
DEN,HOU,Southwest Airlines,0
DEN,JAX,Southwest Airlines,0
DEN,OAK,Southwest Airlines,0
DEN,RDU,Southwest Airlines,0
ECP,BNA,Southwest Airlines,0
ECP,BWI,Southwest Airlines,0
ECP,HOU,Southwest Airlines,0
ECP,STL,Southwest Airlines,0
ELP,AUS,Southwest Airlines,0
ELP,DAL,Southwest Airlines,0
ELP,HOU,Southwest Airlines,0
ELP,LAS,Southwest Airlines,0
EWR,HOU,Southwest Airlines,0
EYW,MCO,Southwest Airlines,0
EYW,MSY,Southwest Airlines,0
FLL,ALB,Southwest Airlines,0
FLL,BNA,Southwest Airlines,0
FLL,BUF,Southwest Airlines,0
FLL,CMH,Southwest Airlines,0
FLL,IND,Southwest Airlines,0
FLL,ISP,Southwest Airlines,0
FLL,JAX,Southwest Airlines,0
FLL,MCI,Southwest Airlines,0
FLL,MDW,Southwest Airlines,0
FLL,PIT,Southwest Airlines,0
FLL,STL,Southwest Airlines,0
FNT,LAS,Southwest Airlines,0
GEG,BOI,Southwest Airlines,0
GEG,LAS,Southwest Airlines,0
GEG,OAK,Southwest Airlines,0
GRR,BWI,Southwest Airlines,0
GRR,TPA,Southwest Airlines,0
GSP,BNA,Southwest Airlines,0
GSP,BWI,Southwest Airlines,0
GSP,HOU,Southwest Airlines,0
HOU,ABQ,Southwest Airlines,0
HOU,BHM,Southwest Airlines,0
HOU,BKG,Southwest Airlines,0
HOU,BNA,Southwest Airlines,0
HOU,DCA,Southwest Airlines,0
HOU,ECP,Southwest Airlines,0
HOU,ELP,Southwest Airlines,0
HOU,EWR,Southwest Airlines,0
HOU,FLL,Southwest Airlines,0
HOU,IND,Southwest Airlines,0
HOU,JAN,Southwest Airlines,0
HOU,JAX,Southwest Airlines,0
HOU,LGA,Southwest Airlines,0
HOU,MAF,Southwest Airlines,0
HOU,MEM,Southwest Airlines,0
HOU,OAK,Southwest Airlines,0
HOU,PIT,Southwest Airlines,0
HOU,PNS,Southwest Airlines,0
HOU,SAN,Southwest Airlines,0
HOU,STL,Southwest Airlines,0
HRL,AUS,Southwest Airlines,0
HRL,DAL,Southwest Airlines,0
HRL,SAT,Southwest Airlines,0
IND,FLL,Southwest Airlines,0
IND,HOU,Southwest Airlines,0
ISP,PBI,Southwest Airlines,0
JAN,MDW,Southwest Airlines,0
JAX,BNA,Southwest Airlines,0
JAX,DEN,Southwest Airlines,0
JAX,FLL,Southwest Airlines,0
JAX,HOU,Southwest Airlines,0
JAX,LAS,Southwest Airlines,0
JAX,MDW,Southwest Airlines,0
LAS,ABQ,Southwest Airlines,0
LAS,ALB,Southwest Airlines,0
LAS,AMA,Southwest Airlines,0
LAS,BDL,Southwest Airlines,0
LAS,BHM,Southwest Airlines,0
LAS,BNA,Southwest Airlines,0
LAS,BUF,Southwest Airlines,0
LAS,CMH,Southwest Airlines,0
LAS,ELP,Southwest Airlines,0
LAS,FNT,Southwest Airlines,0
LAS,GEG,Southwest Airlines,0
LAS,JAX,Southwest Airlines,0
LAS,LBB,Southwest Airlines,0
LAS,LIT,Southwest Airlines,0
LAS,MAF,Southwest Airlines,0
LAS,MCI,Southwest Airlines,0
LAS,MSY,Southwest Airlines,0
LAS,OKC,Southwest Airlines,0
LAS,OMA,Southwest Airlines,0
LAS,ONT,Southwest Airlines,0
LAS,PIT,Southwest Airlines,0
LAS,SDF,Southwest Airlines,0
LAS,SJC,Southwest Airlines,0
LAS,STL,Southwest Airlines,0
LAS,TUL,Southwest Airlines,0
LBB,AUS,Southwest Airlines,0
LGA,HOU,Southwest Airlines,0
LIT,HOU,Southwest Airlines,0
LIT,LAS,Southwest Airlines,0
LIT,MDW,Southwest Airlines,0
LIT,PHX,Southwest Airlines,0
MAF,HOU,Southwest Airlines,0
MAF,LAS,Southwest Airlines,0
MCI,ABQ,Southwest Airlines,0
MCI,BNA,Southwest Airlines,0
MCI,BOS,Southwest Airlines,0
MCI,FLL,Southwest Airlines,0
MCI,HOU,Southwest Airlines,0
MCI,OAK,Southwest Airlines,0
MCI,SAN,Southwest Airlines,0
MCO,DAY,Southwest Airlines,0
MCO,EYW,Southwest Airlines,0
MCO,FNT,Southwest Airlines,0
MCO,MHT,Southwest Airlines,0
MCO,ROC,Southwest Airlines,0
MDW,BKG,Southwest Airlines,0
MDW,FLL,Southwest Airlines,0
MDW,JAX,Southwest Airlines,0
MDW,RNO,Southwest Airlines,0
MHT,MCO,Southwest Airlines,0
MSY,BNA,Southwest Airlines,0
MSY,PHX,Southwest Airlines,0
OAK,ABQ,Southwest Airlines,0
OAK,AUS,Southwest Airlines,0
OAK,BOI,Southwest Airlines,0
OAK,BUR,Southwest Airlines,0
OAK,GEG,Southwest Airlines,0
OAK,HOU,Southwest Airlines,0
OAK,MCI,Southwest Airlines,0
OAK,ONT,Southwest Airlines,0
OAK,SAN,Southwest Airlines,0
OKC,PHX,Southwest Airlines,0
OMA,LAS,Southwest Airlines,0
ONT,MDW,Southwest Airlines,0
ONT,OAK,Southwest Airlines,0
ONT,SJC,Southwest Airlines,0
ONT,SMF,Southwest Airlines,0
PBI,BWI,Southwest Airlines,0
PBI,ISP,Southwest Airlines,0
PDX,ABQ,Southwest Airlines,0
PDX,MCI,Southwest Airlines,0
PHX,BNA,Southwest Airlines,0
PHX,BUF,Southwest Airlines,0
PHX,LIT,Southwest Airlines,0
PHX,MDW,Southwest Airlines,0
PHX,MSY,Southwest Airlines,0
PHX,OKC,Southwest Airlines,0
PHX,RDU,Southwest Airlines,0
PHX,SDF,Southwest Airlines,0
PHX,TUL,Southwest Airlines,0
PIT,BNA,Southwest Airlines,0
PIT,FLL,Southwest Airlines,0
PIT,HOU,Southwest Airlines,0
PIT,LAS,Southwest Airlines,0
PIT,RSW,Southwest Airlines,0
PNS,BNA,Southwest Airlines,0
PNS,HOU,Southwest Airlines,0
PVD,RSW,Southwest Airlines,0
PVD,TPA,Southwest Airlines,0
RDU,DEN,Southwest Airlines,0
RDU,HOU,Southwest Airlines,0
RDU,PHX,Southwest Airlines,0
RDU,STL,Southwest Airlines,0
RNO,SAN,Southwest Airlines,0
ROC,BWI,Southwest Airlines,0
ROC,TPA,Southwest Airlines,0
RSW,BDL,Southwest Airlines,0
RSW,MKE,Southwest Airlines,0
RSW,PIT,Southwest Airlines,0
RSW,PVD,Southwest Airlines,0
RSW,STL,Southwest Airlines,0
SAN,ABQ,Southwest Airlines,0
SAN,AUS,Southwest Airlines,0
SAN,BNA,Southwest Airlines,0
SAN,MDW,Southwest Airlines,0
SAN,MSY,Southwest Airlines,0
SAN,OAK,Southwest Airlines,0
SAN,SMF,Southwest Airlines,0
SAN,STL,Southwest Airlines,0
SAN,TUS,Southwest Airlines,0
SAT,BNA,Southwest Airlines,0
SAT,ELP,Southwest Airlines,0
SAT,HRL,Southwest Airlines,0
SAT,SAN,Southwest Airlines,0
SDF,LAS,Southwest Airlines,0
SDF,PHX,Southwest Airlines,0
SDF,TPA,Southwest Airlines,0
SEA,ABQ,Southwest Airlines,0
SJC,AUS,Southwest Airlines,0
SJC,BUR,Southwest Airlines,0
SJC,MDW,Southwest Airlines,0
SJC,ONT,Southwest Airlines,0
SJC,SNA,Southwest Airlines,0
SMF,BUR,Southwest Airlines,0
SMF,MDW,Southwest Airlines,0
SMF,ONT,Southwest Airlines,0
SNA,HOU,Southwest Airlines,0
SNA,SJC,Southwest Airlines,0
SNA,SMF,Southwest Airlines,0
STL,BOS,Southwest Airlines,0
STL,ECP,Southwest Airlines,0
STL,HOU,Southwest Airlines,0
STL,MCO,Southwest Airlines,0
STL,RSW,Southwest Airlines,0
STL,SAN,Southwest Airlines,0
STL,TUL,Southwest Airlines,0
TPA,AUS,Southwest Airlines,0
TPA,BNA,Southwest Airlines,0
TPA,BUF,Southwest Airlines,0
TPA,FNT,Southwest Airlines,0
TPA,GRR,Southwest Airlines,0
TPA,LAS,Southwest Airlines,0
TPA,MEM,Southwest Airlines,0
TPA,MHT,Southwest Airlines,0
TPA,ROC,Southwest Airlines,0
TPA,SDF,Southwest Airlines,0
TUL,DAL,Southwest Airlines,0
TUL,HOU,Southwest Airlines,0
TUL,LAS,Southwest Airlines,0
TUL,MDW,Southwest Airlines,0
TUL,PHX,Southwest Airlines,0
TUL,STL,Southwest Airlines,0
TUS,SAN,Southwest Airlines,0
APF,MIA,Chitaavia,0
MIA,APF,Chitaavia,0
GCN,PGA,SENIC AIRLINES,0
PGA,GCN,SENIC AIRLINES,0
ATY,MSP,Great Lakes Airlines,0
BFF,DEN,Great Lakes Airlines,0
CEZ,DEN,Great Lakes Airlines,0
DEN,BFF,Great Lakes Airlines,0
DEN,CEZ,Great Lakes Airlines,0
DEN,DDC,Great Lakes Airlines,0
DEN,LBF,Great Lakes Airlines,0
DEN,LBL,Great Lakes Airlines,0
DEN,MCK,Great Lakes Airlines,0
DEN,PGA,Great Lakes Airlines,0
DEN,RIW,Great Lakes Airlines,0
DEN,SHR,Great Lakes Airlines,0
LAX,MCE,Great Lakes Airlines,0
LAX,PRC,Great Lakes Airlines,0
LAX,VIS,Great Lakes Airlines,0
LBF,DEN,Great Lakes Airlines,0
MCE,LAX,Great Lakes Airlines,0
MCK,DEN,Great Lakes Airlines,0
MSP,ATY,Great Lakes Airlines,0
PGA,PHX,Great Lakes Airlines,0
PHX,PGA,Great Lakes Airlines,0
PRC,LAX,Great Lakes Airlines,0
RIW,DEN,Great Lakes Airlines,0
SHR,DEN,Great Lakes Airlines,0
VIS,LAX,Great Lakes Airlines,0
