"Park_Code","Title","Duration","Short_Description","Image_URL","Record_Type"
"joda","Clarno Unit - Arch Trail Guided Hike","30","Imagine yourself in a semi-tropical environment like Florida or Mexico. Palms, swamps, and even crocodiles once covered the landscape, which are now fossils preserved in the Palisades and fallen rocks around you. Fossil leaf imprints of tropical-loving flora imprinted in the boulders tell a story about the ancient environment. Discovering these fossils shaped the way scientists and visitors alike understand and appreciate Oregon’s past. What are you hoping to discover during your visit to the Clarno Unit?","https://www.nps.gov/common/uploads/tours/4B6D67FF-A40B-7C0E-62E3006A4EE542CF.jpg","Tour"
"jofi","Rose Kennedy Erinnert Sich (Deutsch/German)","30","In dem Bemühen, die Erinnerungen von Frau Kennedy an diese Epoche einzufangen, hat der National Park Service einen Tonband-Rundgang des Geburtshauses produziert, in dem die Mutter des Präsidenten die Familienaktivitäten und die Einrichtungsgegenstände beschreibt und persðnliche Anekdoten erzählt, die den Zeitgeist und die Stimmung dieses Ortes vermitteln. Diese auf Tonband aufgenommene Schilderung ist ein populärer Aspekt der erläuternden Führung und wurde in mehrere Sprachen übersetzt.","https://www.nps.gov/common/uploads/tours/4151C4A8-0E26-6495-C0B7BA21C1C7F2B4.jpg","Tour"
"jofl","Attend a Tales of the Great Flood Presentation","","Tales of the Great Flood cover a wide variety of topics relating to the Johnstown Flood.","https://www.nps.gov/common/uploads/cropped_image/F1BD687C-CA27-6B48-BE147114AD85B9A0.jpg","Thing To Do"
"jofl","Club House and Cottage Row Walking Tours","","Club House and Cottage Row Walking Tours are part of our programming for the anniversary of the 1889 Johnstown Flood. Please check back for the 2026 date! All tours begin at the South Fork Fishing and Hunting Club House Building in Saint Michael, PA and last approximately one hour.  Reservations for both tours are required! Please call the Visitor Center at 814-886-6171 to reserve a spot!","https://www.nps.gov/common/uploads/cropped_image/789749AF-C6DD-FE1C-FB41150A356A98FF.jpg","Thing To Do"
"jofl","Hike with a ranger through the ruins of the South Fork Dam","","Join a Park Ranger for an interpretive walk that will take you to the bottom of the dam, through the breach and back out on the other side. This program ends for the season September 1, 2025. The walk can be done self-guided.","https://www.nps.gov/common/uploads/cropped_image/B9C6F27A-A0D4-35DE-2F85CAD541AE8AA3.jpg","Thing To Do"
"jofl","Johnstown Flood National Memorial Overview Tour","1","Hello and welcome to Johnstown Flood National Memorial, a unit of the National Park Service! Within this now beautiful national park, we commemorate one of the darkest days in American history. On Friday, May 31, 1889, the South Fork Dam, the remains of which are within the park, failed, sending over 20,000,000 tons of water hurtling into the Conemaugh Valley.","https://www.nps.gov/common/uploads/tours/9D5B796D-C6EF-009B-C761D699B4EB36BB.jpg","Tour"
"jofl","Learn about the Johnstown Flood in the Visitor Center","","The Visitor Center and has two floors of exhibits and a park film. Visitors will learn about the Johnstown Flood of May 31, 1889.","https://www.nps.gov/common/uploads/cropped_image/93EF86CB-C147-059C-2CA4CD1D280088AE.jpg","Thing To Do"
"jofl","May 31 Anniversary","","Sunday, May 31, 2026, is the 137th anniversary of the Johnstown Flood of May 31, 1889.","https://www.nps.gov/common/uploads/cropped_image/77804AE4-A0B3-C4CB-9805CD3CB1D8F520.jpg","Thing To Do"
"jofl","Path of the Flood Van Tours","","Ranger-guided Path of the Flood van tours are a great way to learn about the destructive force of the Johnstown Flood of May 31, 1889. Please check back for 2026 van tour dates!","https://www.nps.gov/common/uploads/cropped_image/65A0D0CB-BEFF-E7FB-CC616A2FE3300D17.jpg","Thing To Do"
"jofl","View the park film ""Black Friday.""","","The park film ""Black Friday"" is 35 minutes in length. It is shown at 15 minutes past the hour (9:15, 10:15, 11:15, 12:15, 1:15, 2:15, 3:15, 4:15). ""Black Friday"" is rated PG (parental guidance suggested). The film contains captions. A transcript of the film is available at the Visitor Center desk. ","https://www.nps.gov/common/uploads/cropped_image/611A07DD-0988-1E6D-51822AA1741B7FF3.jpg","Thing To Do"
"jomu","Main Park Grounds - Audio Tour","0","Throughout the site, you'll see small signs indicating ""Stop..."" and the number. The tour begins by selecting ""Start Audio Tour"" at the bottom of the screen. Tap the play button, represented by a green circle with a right-facing triangle, to start the audio. Swipe left to access the next stop's location (as see on the map at the top) and swipe again to move to the next audio program for that stop. Please let the staff know if you have any questions.","https://www.nps.gov/common/uploads/tours/FBF730C8-E43F-233D-C1F63B970EEED628.jpg","Tour"
"jotr","29 Palms to Joshua Tree Audio Tour","1","This audio tour starts at the Joshua Tree National Park Visitor Center in the town of Twentynine Palms and ends in Joshua Tree, California. This tour is designed to help visitors explore and learn about Joshua Tree National Park. Topics include wildlife, vegetation, deserts, geology, history, and more.","https://www.nps.gov/common/uploads/tours/11D0B707-01A5-B715-A2EB32942915D73F.jpg","Tour"
"jotr","Attend a Ranger Stroll","30-45 Minutes","Join a ranger on an educational stroll.","https://www.nps.gov/common/uploads/cropped_image/FD0E8F0C-B728-2FB4-90D5F902DA272498.jpg","Thing To Do"
"jotr","Birding at Joshua Tree","","Joshua Tree National Park offers a wide range of birds for birders to discover.","https://www.nps.gov/common/uploads/cropped_image/9BC8EE6A-A45B-B4F9-DB3DCF7026A1C0A6.jpg","Thing To Do"
"jotr","Cottonwood to Joshua Tree Audio Tour","1","This audio tour starts at the South Entrance near Cottonwood Spring and ends in the town of Joshua Tree, California. This tour is designed to help visitors explore and learn about Joshua Tree National Park. Topics include wildlife, vegetation, deserts, geology, history, and more.","https://www.nps.gov/common/uploads/tours/122B9CDE-93F9-C218-95A7037087054423.jpg","Tour"
"jotr","Geology Tour Road","1","Learn about the geologic forces that shaped Joshua Tree National Park. This tour is on a rough dirt and gravel road so 4-wheel drive is recommended and high clearance in needed beyond Paac Kü̱vü̱hü̱’k, where the road splits into a one-way loop. Additional road and safety information is in stop one. There is no cell coverage in the park so you will need to save Joshua Tree National Park for offline use within the app prior to your arrival.","https://www.nps.gov/common/uploads/tours/722635AF-E04B-C1FB-50E660855CC548A1.jpg","Tour"
"jotr","Hi-View Walking Tour","1","The High View Nature Trail is a 1.3 mile loop. Total elevation gain on this trail is 400 feet (122 meters). There are several steep sections with steps. Hiking this trail in a counterclockwise direction means the steepest sections will be on the descent.","https://www.nps.gov/common/uploads/tours/13A88CF6-BC99-E02C-73B9F0DCFB556BDE.jpg","Tour"
"jotr","Hike Cholla Cactus Garden","15-30 Minutes","An easy quarter mile hike through a cholla patch along Pinto Basin Road.","https://www.nps.gov/common/uploads/cropped_image/CF2E946E-08F9-52F6-E0691F0DEF4EBE00.jpg","Thing To Do"
"jotr","Hike Skull Rock","1-2 Hours","A relatively flat, 1.7-mile loop trail. Hike through the large, granite boulder fields around the Jumbo Rocks area, including one near Park Boulevard that closely resembles a Skull. ","https://www.nps.gov/common/uploads/cropped_image/1490D656-E420-03B2-BDB2E161E86802EA.jpg","Thing To Do"
"jotr","Indian Cove Orientation Audio Tour (Beta)","12","This short tour orients campers and hikers around the Indian Cove Area. Reservations for Indian Cove can be made at recreation.gov.","https://www.nps.gov/common/uploads/tours/AB2C18E7-A3CA-D304-E7FB9571D5948982.jpg","Tour"
"jotr","Joshua Tree to 29 Palms Audio Tour","1","This audio tour starts at the Joshua Tree Visitor Center in the town of Joshua Tree and ends in Twentynine Palms, CA. This tour is designed to help visitors explore and learn about Joshua Tree National Park. Topics include wildlife, vegetation, deserts, geology, history, and more.","https://www.nps.gov/common/uploads/tours/3B623FBF-F83D-5742-96C55EACCEDD4F01.jpg","Tour"
"jotr","Joshua Tree to Cottonwood Audio Tour","1","This audio tour starts at the Joshua Tree Visitor Center in the town of Joshua Tree and ends at the South Entrance near the Cottonwood Area. This tour is designed to help visitors explore and learn about Joshua Tree National Park. Topics include wildlife, vegetation, deserts, geology, history, and more.","https://www.nps.gov/common/uploads/tours/124D5B1C-BE6E-D361-38C43C5747B1D02B.jpg","Tour"
"jotr","Stargazing at Joshua Tree","","Enjoy Joshua Tree National Park's amazing night sky.","https://www.nps.gov/common/uploads/cropped_image/9E6A7E15-FA7B-20AF-73DCE72B53644C2B.jpg","Thing To Do"
"kaho","Petroglyphs in the Park!","","The petroglyphs of Honokōhau are unique. A master craftsman laboring with stone tools and human hands in the hot sun made these into distinctive works of art that have become reservoirs of information. This area is a boardwalk that is along the mauka-makai trail a half mile from the visitor center or it can be accessed from the beach area (follow the signs to the visitor center).","https://www.nps.gov/common/uploads/cropped_image/6A569011-BCE8-178C-73BA1C3B4406AFDA.jpg","Thing To Do"
"kaho","Take a Lava Hike!","1-2 Hours","Many trails in the park were created in ancient times and others are from the historical era. These were trails for pack animals. The main park trail is a loop that circles the park and is 4.5 miles long or 7.2 kilometers. It is highly recommended to wear sturdy shoes, have sun protection and bring plenty of water. Many sections of the trail are rough and uneven and the ocean section can be effected by high tides and large surf.","https://www.nps.gov/common/uploads/cropped_image/9F78C893-F14F-1C8E-A3B1708E474E7469.jpg","Thing To Do"
"kala","Kalaupapa Settlement Tour","1","This self-paced and self-guided tour consists of a series of stops along a 2.5-mile route. It starts at the Kalaupapa Pier and ends at Papaloa Cemetery. Bring water, a hat, sunscreen, and sturdy walking shoes. Sidewalks at Kalaupapa are limited, so please be cautious if walking on the side of the street. Be wary of vehicular traffic and yield to oncoming traffic. In Kalaupapa, cars have the right of way. Always be respectful of the privacy and homes of residents and heed Kalawao County rules.","https://www.nps.gov/common/uploads/tours/50ACBA9B-EBB0-7C50-1E42BBA5024CE9D9.jpg","Tour"
"katm","Cultural Walk - Self-guided","45","Explore the human side of Brooks River. Katmai’s landscape has been home to people for thousands of years. The Brooks River area is both a National Historic Landmark and a National Register of Historic Places Archeological District. With over 900 house depressions near the river, this is one of the most densely concentrated archeological areas in North America. This walk follows an easy 1/4 mile trail to a reconstructed traditional Alutiiq/Sugpiaq home and explores the human history of Brooks.","https://www.nps.gov/common/uploads/tours/3298D61D-AFCC-D20B-91E1DF29F2CAD51E.jpg","Tour"
"katm","Historic Structures of Brooks Camp","40","Here at Brooks Camp, we have been repurposing our buildings for years. It is easy to recognize the older structures in camp, many have been here since the early 60s and feature the same rustic design. Often, they have been renovated several times, allowing us to reuse resources instead of discarding them in a place where supplies are difficult to find and expensive to transport.","https://www.nps.gov/common/uploads/tours/DF87AE5D-F745-0EA4-29333FB29C0D7EC8.jpg","Tour"
